"Concat (VV Vendor,UPC)",Preferred,Preferred (1),Supplier Supported Tasting Item,Distributor,Supplier,Item Number,Product UPC,Product Description,THC Mg per unit,Department,Category,Sub Category,Size,Units/Case,Deal Description,Case 1 (Retail),Deepest Invoice (Market),Top Ten Invoice Cost,Free Case Value,Buy Qty,Free Qty,Freight,Net Case,Net/Unit,Discount To Market,Retail,Club,GM%,Avg Retail,Avg Club,Avg Sale,Total Wine,Sales Ranking,Competitor Pricing,Concatenate NS Vendor Name,Distributor (1),CR Vendor Name,Category (for markup),Markup %,Invoice Price,Invoice Price Check against CR,REMOVE?,Supplier Supported Tasting Item (1),Distributor (2),Supplier (1),Item Number (1),Product UPC (1),Product Description (1),Department (1),Size (1),Units/Case (1),Deal Description (1),Buy Months (if appl.),Case 1 (Retail) (1),Buy Month Invoice,Non-Buy Month Invoice,Free Case Value (1),Buy Qty (1),Free Qty (1),Freight (1),EO $,EO Cases,EO Period,EO Notes,EO Notes (1),New PV Function,September,October
"Capitol Beverage Sales, L.P.850055931169","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Granny's,32807 ,850055931169,Granny's Honey Mustard 50mg THC 50pk,1mg,THC,Edibles,Pretzel,50pk,10,,,,100,,,,,100,10,,15.99,12.96,0.2283950617283951,15.99,12.96,0,X,,,"Capitol Beverage Sales, L.P.850055931169","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Edibles,0.5,100,100, , ,"Capitol Beverage Sales, L.P.",Granny's,32807 ,850055931169,Granny's Honey Mustard 50mg THC 50pk,50,THC,Edibles, ,50pk,10,Additional Rebate From Granny's Via FG,110,104,100,16.8,1,1, ,83.2,8.32,,,,
"Capitol Beverage Sales, L.P.850055931114","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Granny's,32817,850055931114,Granny's Kitty Cocktail 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,,,,66,,,,,66,11,,19.99,16.96,0.35141509433962265,17.99,14.96,0,19.99,,,"Capitol Beverage Sales, L.P.850055931114","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,66,66, , ,"Capitol Beverage Sales, L.P.",Granny's,32817,850055931114,Granny's Kitty Cocktail 10mg THC 4pk 12oz can,10,THC,Beverages, ,4pk 12oz can,6,Additional Rebate From Granny's Via FG,82,76,66,5.2,1,1, ,60.8,10.133333333333333,,,,
"Capitol Beverage Sales, L.P.850055931060","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Granny's,32827 ,850055931060,Granny's Orange Creamsicle 5mg THC Gummies 10pk,5mg,THC,Edibles,Gummies,10pk,10,,,,57,,,,,57,5.7,,10.99,8.96,0.36383928571428575,9.99,7.96,0,X,,,"Capitol Beverage Sales, L.P.850055931060","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Edibles,0.5,57,57, , ,"Capitol Beverage Sales, L.P.",Granny's,32827 ,850055931060,Granny's Orange Creamsicle 5mg THC Gummies 10pk,5,THC,Edibles, ,10pk,10,Additional Rebate From Granny's Via FG,70,64,57,5.8,1,1, ,51.2,5.12,,,,
"Capitol Beverage Sales, L.P.850055931039","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Granny's,32805 ,850055931039,Granny's Original Pretzels 50mg THC 50pk,1mg,THC,Edibles,Pretzel,50pk,10,,,,100,,,,,100,10,,18.99,15.96,0.3734335839598998,15.99,12.96,0,X,,,"Capitol Beverage Sales, L.P.850055931039","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Edibles,0.5,100,100, , ,"Capitol Beverage Sales, L.P.",Granny's,32805 ,850055931039,Granny's Original Pretzels 50mg THC 50pk,50,THC,Edibles, ,50pk,10,Additional Rebate From Granny's Via FG,110,104,100,16.8,1,1, ,83.2,8.32,,,,
"Capitol Beverage Sales, L.P.850055931145","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Granny's,32833 ,850055931145,Granny's Pear-Ginger 5mg THC Gummies 10pk,5mg,THC,Edibles,Gummies,10pk,10,,,,57,,,,,57,5.7,,10.99,8.96,0.36383928571428575,9.99,7.96,0,X,,,"Capitol Beverage Sales, L.P.850055931145","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Edibles,0.5,57,57, , ,"Capitol Beverage Sales, L.P.",Granny's,32833 ,850055931145,Granny's Pear-Ginger 5mg THC Gummies 10pk,5,THC,Edibles, ,10pk,10,Additional Rebate From Granny's Via FG,70,64,57,5.8,1,1, ,51.2,5.12,,,,
"Capitol Beverage Sales, L.P.850055931213","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Granny's,32837 ,850055931213,Granny's Pineapple Passionfruit 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,,,,66,,,,,66,11,,19.99,16.96,0.35141509433962265,17.99,14.96,0,19.99,,,"Capitol Beverage Sales, L.P.850055931213","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,66,66, , ,"Capitol Beverage Sales, L.P.",Granny's,32837 ,850055931213,Granny's Pineapple Passionfruit 10mg THC 4pk 12oz can,10,THC,Beverages, ,4pk 12oz can,6,Additional Rebate From Granny's Via FG,82,76,66,5.2,1,1, ,60.8,10.133333333333333,,,,
"Capitol Beverage Sales, L.P.850055931121","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Granny's,32819 ,850055931121,Granny's Purple haze 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,,,,66,,,,,66,11,,19.99,16.96,0.35141509433962265,17.99,14.96,0,19.99,,,"Capitol Beverage Sales, L.P.850055931121","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,66,0, , ,"Capitol Beverage Sales, L.P.",Granny's,32819 ,850055931121,Granny's Purple haze 10mg THC 4pk 12oz can,10,THC,Beverages, ,4pk 12oz can,6,Additional Rebate From Granny's Via FG,82,76,66,5.2,1,1, ,60.8,10.133333333333333,,,,
"Capitol Beverage Sales, L.P.850055931053","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Granny's,32829,850055931053,Granny's Rainbow Sherbet 5mg THC Gummies 10pk,5mg,THC,Edibles,Gummies,10pk,10,,,,57,,,,,57,5.7,,10.99,8.96,0.36383928571428575,9.99,7.96,0,X,,,"Capitol Beverage Sales, L.P.850055931053","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Edibles,0.5,57,57, , ,"Capitol Beverage Sales, L.P.",Granny's,32829,850055931053,Granny's Rainbow Sherbet 5mg THC Gummies 10pk,5,THC,Edibles, ,10pk,10,Additional Rebate From Granny's Via FG,70,64,57,5.8,1,1, ,51.2,5.12,,,,
"Capitol Beverage Sales, L.P.850055931046","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Granny's,32803 ,850055931046,Granny's S'mores Pretzels 50mg THC 50pk,1mg,THC,Edibles,Pretzel,50pk,10,,,,100,,,,,100,10,,18.99,15.96,0.3734335839598998,15.99,12.96,0,X,,,"Capitol Beverage Sales, L.P.850055931046","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Edibles,0.5,100,100, , ,"Capitol Beverage Sales, L.P.",Granny's,32803 ,850055931046,Granny's S'mores Pretzels 50mg THC 50pk,50,THC,Edibles, ,50pk,10,Additional Rebate From Granny's Via FG,110,104,100,16.8,1,1, ,83.2,8.32,,,,
"Capitol Beverage Sales, L.P.850055931107","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Granny's,32821,850055931107,Granny's Sunny-G 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,,,,66,,,,,66,11,,19.99,16.96,0.35141509433962265,17.99,14.96,0,19.99,,,"Capitol Beverage Sales, L.P.850055931107","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,66,66, , ,"Capitol Beverage Sales, L.P.",Granny's,32821,850055931107,Granny's Sunny-G 10mg THC 4pk 12oz can,10,THC,Beverages, ,4pk 12oz can,6,Additional Rebate From Granny's Via FG,82,76,66,5.2,1,1, ,60.8,10.133333333333333,,,,
"Capitol Beverage Sales, L.P.850055931206","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Granny's,32843,850055931206,Granny's Watermelon 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,,,,66,,,,,66,11,,19.99,16.96,0.35141509433962265,17.99,14.96,0,19.99,,,"Capitol Beverage Sales, L.P.850055931206","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,66,66, , ,"Capitol Beverage Sales, L.P.",Granny's,32843,850055931206,Granny's Watermelon 10mg THC 4pk 12oz can,10,THC,Beverages, ,4pk 12oz can,6,Additional Rebate From Granny's Via FG,82,76,66,5.2,1,1, ,60.8,10.133333333333333,,,,
Phillips Wine & Spirits - St. Paul628425180024, ,,Yes,Phillips Wine & Spirits - St. Paul,Green Monke,1343025,628425180024,Green Monke Blue Raspberry 10mg THC 4pk 12oz can,10,THC,Beverage,Soda,4pk 12oz can,6,12.91 rebate per case,78.4,78.4,64.57,12.91,1,1,,51.66,8.61,0.3410714285714287,15.99,12.96,0.33564814814814825,,,,15.99,,,Phillips Wine & Spirits - St. Paul628425180024,Phillips Wine & Spirits - St. Paul,Phillips Wine & Spirits - St. Paul,,,64.57,, ,Yes,Phillips Wine & Spirits - St. Paul,Green Monke,1343025,628425180024,Green Monke Blue Raspberry 10mg THC 4pk 12oz can,10,THC,Beverage,Soda,4pk 12oz can,6,12.91 rebate per case,78.4,78.4,64.57,12.91,1,1, ,51.66,8.61,,,,
Phillips Wine & Spirits - St. Paul628425180017, ,,Yes,Phillips Wine & Spirits - St. Paul,Green Monke,1790880,628425180017,Green Monke Tropical Citrus 10mg THC 4pk 12oz can,10,THC,Beverage,Soda,4pk 12oz can,6,12.91 rebate per case,78.4,78.4,64.57,12.91,1,1,,51.66,8.61,0.3410714285714287,15.99,12.96,0.33564814814814825,,,,15.99,,,Phillips Wine & Spirits - St. Paul628425180017,Phillips Wine & Spirits - St. Paul,Phillips Wine & Spirits - St. Paul,,,64.57,, ,Yes,Phillips Wine & Spirits - St. Paul,Green Monke,1790880,628425180017,Green Monke Tropical Citrus 10mg THC 4pk 12oz can,10,THC,Beverage,Soda,4pk 12oz can,6,12.91 rebate per case,78.4,78.4,64.57,12.91,1,1, ,51.66,8.61,,,,
Happy Duck LLC850056651097,Happy Duck LLC,Yes,Yes,Happy Duck LLC,Happy Duck LLC,850056651097,850056651097,Happy Duck Bomba 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,15c,72,56,35,,,,,35,5.833333333333333,0.375,13.99,11.96,0.512263099219621,17.49,11.96,0,15.99,75,,Happy Duck LLC850056651097,Happy Duck LLC,Happy Duck LLC,Beverages,0.5,35,34.9998,,,,,,,,,,,,,,,,,,,,,,,,,yes,False,False
Happy Duck LLC850056651165,Happy Duck LLC,Yes,,Happy Duck LLC,Happy Duck LLC,850056651165,850056651165,Happy Duck Bomba Juice 5mg THC 10pk,5,THC,Edibles,,10pk,10,15c,,51,45,,,,,45,4.5,0.11764705882352944,7.99,6.96,0.35344827586206895,9.99,7.96,0,,,,Happy Duck LLC850056651165,Happy Duck LLC,Happy Duck LLC,Edibles,0.5,45,45,,,,,,,,,,,,,,,,,,,,,,,,,yes,False,False
Happy Duck LLC850056651073,Happy Duck LLC,Yes,Yes,Happy Duck LLC,Happy Duck LLC,850056651073,850056651073,Happy Duck Tangerine 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,15c,72,56,35,,,,,35,5.833333333333333,0.375,13.99,11.96,0.512263099219621,17.49,11.96,0,15.99,109,,Happy Duck LLC850056651073,Happy Duck LLC,Happy Duck LLC,Beverages,0.5,35,34.9998,,,,,,,,,,,,,,,,,,,,,,,,,yes,False,False
Happy Duck LLC850056651172,Happy Duck LLC,Yes,,Happy Duck LLC,Happy Duck LLC,850056651172,850056651172,Happy Duck Tangerine 5mg THC 10pk,5,THC,Edibles,,10pk,10,15c,,51,45,,,,,45,4.5,0.11764705882352944,7.99,6.96,0.35344827586206895,9.99,7.96,0,,,,Happy Duck LLC850056651172,Happy Duck LLC,Happy Duck LLC,Edibles,0.5,45,45,,,,,,,,,,,,,,,,,,,,,,,,,yes,False,False
HeadFlyer Brewing850009065810,HeadFlyer Brewing,Yes,Yes,HeadFlyer Brewing,HeadFlyer Brewing,850009065810,850009065810,Headflyer Blackberry Lime THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,3cs Min Buy,88,88,70.4,,,,,70.4,11.733333333333334,0.19999999999999996,21.99,17.96,0.3466963622865627,20.99,17.96,0,,,19.99,HeadFlyer Brewing850009065810,HeadFlyer Brewing,HeadFlyer Brewing,Beverages,0.5,70.4,70.3998,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeadFlyer Brewing850009065827,HeadFlyer Brewing,Yes,Yes,HeadFlyer Brewing,HeadFlyer Brewing,850009065827,850009065827,Headflyer Maui Wowie Punch 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,3cs Min Buy,88,88,70.4,,,,,70.4,11.733333333333334,0.19999999999999996,21.99,17.96,0.3466963622865627,20.99,17.96,0,,,19.99,HeadFlyer Brewing850009065827,HeadFlyer Brewing,HeadFlyer Brewing,Beverages,0.5,70.4,70.3998,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeadFlyer Brewing850009065841,HeadFlyer Brewing,Yes,Yes,HeadFlyer Brewing,HeadFlyer Brewing,850009065841,850009065841,Headflyer OG Kush 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,3cs Min Buy,88,88,70.4,,,,,70.4,11.733333333333334,0.19999999999999996,21.99,17.96,0.3466963622865627,22.49,18.96,0,,,19.99,HeadFlyer Brewing850009065841,HeadFlyer Brewing,HeadFlyer Brewing,Beverages,0.5,70.4,70.3998,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai198168093184,Get Chai,Yes,,Get Chai,Hippie Water,GPT-04-10,198168093184,Hippie Water Garden Party 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Pallet Buy 104 Case,131.94,,60.06,,,,,60.06,10.01,,18.99,15.96,0.3728070175438597,19.99,12.96,0,,,Alot More - Varies ,Get Chai198168093184,Get Chai,Get Chai,Beverages,0.5,60.06,60.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai198168101940,Get Chai,Yes,,Get Chai,Hippie Water,IGA-04-10,198168101940,Hippie Water Island Getaway 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Pallet Buy 104 Case,131.94,,60.06,,,,,60.06,10.01,,18.99,15.96,0.3728070175438597,19.99,12.96,0,,,Alot More - Varies ,Get Chai198168101940,Get Chai,Get Chai,Beverages,0.5,60.06,60.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai198168474037,Get Chai,Yes,,Get Chai,Hippie Water,WGV-04-10,198168474037,Hippie Water Winter Groove 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Pallet Buy 104 Case,131.94,,60.06,,,,,60.06,10.01,,18.99,15.96,0.3728070175438597,19.99,12.96,0,21.99,148,Alot More - Varies ,Get Chai198168474037,Get Chai,Get Chai,Beverages,0.5,60.06,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucid Brewing LLC Dba Inbound Brewco854249004110,Lucid Brewing LLC Dba Inbound Brewco,Yes,Yes,Lucid Brewing LLC Dba Inbound Brewco,Lucid Brewing LLC Dba Inbound Brewco,5033599367469538544,854249004110,Inbound Satellite Blackberry Peach 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,$10 off of each case,62,62,52,,,,,52,8.666666666666666,0.16129032258064513,15.99,12.96,0.33127572016460916,23.99,19.96,0,X,101,,Lucid Brewing LLC Dba Inbound Brewco854249004110,Lucid Brewing LLC Dba Inbound Brewco,Lucid Brewing LLC Dba Inbound Brewco,Beverages,0.5,52,52.00020000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucid Brewing LLC Dba Inbound Brewco854249004165,Lucid Brewing LLC Dba Inbound Brewco,Yes,Yes,Lucid Brewing LLC Dba Inbound Brewco,Lucid Brewing LLC Dba Inbound Brewco,5033599368684234677,854249004165,Inbound Satellite Cherry Lime THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,$10 off of each case,62,62,52,,,,,52,8.666666666666666,0.16129032258064513,15.99,12.96,0.33127572016460916,22.49,18.96,0,X,138,,Lucid Brewing LLC Dba Inbound Brewco854249004165,Lucid Brewing LLC Dba Inbound Brewco,Lucid Brewing LLC Dba Inbound Brewco,Beverages,0.5,52,52.00020000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucid Brewing LLC Dba Inbound Brewco854249004059,Lucid Brewing LLC Dba Inbound Brewco,Yes,Yes,Lucid Brewing LLC Dba Inbound Brewco,Lucid Brewing LLC Dba Inbound Brewco,5033599368684234678,854249004059,Inbound Satellite Tropical 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,$10 off of each case,48,48,38,,,,,38,6.333333333333333,0.20833333333333337,11.99,9.96,0.3641231593038823,12.49,10.86,0,,,,Lucid Brewing LLC Dba Inbound Brewco854249004059,Lucid Brewing LLC Dba Inbound Brewco,Lucid Brewing LLC Dba Inbound Brewco,Beverages,0.5,38,37.9998,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Brewing Company (D)850033550757,Insight Brewing Company (D),Yes,,Insight Brewing Company (D),Insight Brewing Company (D),BLACK06,850033550757,Insight Blackberry Lemon 10mg 6pk 12oz can,10,THC,Beverages,,6pk 12oz can,4,Quarterly buy,50.89,,50.89,,,,,50.89,12.7225,,23.99,19.96,0.3626002004008016,22.49,18.96,0,,,,Insight Brewing Company (D)850033550757,Insight Brewing Company (D),Insight Brewing Company (D),Beverages,0.5,50.89,50.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Brewing Company (D)850033550306,Insight Brewing Company (D),Yes,,Insight Brewing Company (D),Insight Brewing Company (D),4175930996,850033550306,Insight Brewing Flavor Pixels 5mg THC 12pk 12oz can,5,THC,Beverages,,12pk 12oz can,2,Quarterly buy,42.86,,34.82,,,,,34.82,17.41,,31.99,26.96,0.3542284866468843,32.99,27.96,0,26.99,80,Alot More - Varies ,Insight Brewing Company (D)850033550306,Insight Brewing Company (D),Insight Brewing Company (D),Beverages,0.5,34.82,34.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Brewing Company (D)850077712050,Insight Brewing Company (D),Yes,,Insight Brewing Company (D),Insight Brewing Company (D),10MX212,850077712050,Insight Flavor Pixels 10mg THC Variety #2 12pk 12oz can,10,THC,Beverages,,12pk 12oz can,2,Quarterly buy,57.6,,49.56,,,,,49.56,24.78,,42.99,35.96,0.31090100111234703,47.49,35.96,0,,,,Insight Brewing Company (D)850077712050,Insight Brewing Company (D),Insight Brewing Company (D),Beverages,0.5,49.56,49.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Brewing Company (D)850033550641,Insight Brewing Company (D),Yes,,Insight Brewing Company (D),Insight Brewing Company (D),160342960,850033550641,Insight Flavor Pixels 10mg THC Variety 12pk 12oz can,10,THC,Beverages,,12pk 12oz can,2,Quarterly buy,57.6,,49.56,,,,,49.56,24.78,,45.99,37.96,0.3472075869336143,47.49,35.96,0,35.99,21,Alot More - Varies ,Insight Brewing Company (D)850033550641,Insight Brewing Company (D),Insight Brewing Company (D),Beverages,0.5,49.56,49.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Brewing Company (D)850033550375,Insight Brewing Company (D),Yes,,Insight Brewing Company (D),Insight Brewing Company (D),2260292324,850033550375,Insight Flavor Pixels Black Lemon 10mg 12pk 12oz can,10,THC,Beverages,,12pk 12oz can,2,Quarterly buy,57.6,,49.56,,,,,49.56,24.78,,45.99,37.96,0.3472075869336143,47.49,35.96,0,37.99,29,Alot More - Varies ,Insight Brewing Company (D)850033550375,Insight Brewing Company (D),Insight Brewing Company (D),Beverages,0.5,49.56,49.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Brewing Company (D)850033550528,Insight Brewing Company (D),Yes,,Insight Brewing Company (D),Insight Brewing Company (D),4173734401,850033550528,Insight Flavor Pixels Plus Cherry Lime 10mg THC 12pk 12oz can,10,THC,Beverages,,12pk 12oz can,2,Quarterly buy,58.94,,50.9,,,,,50.9,25.45,,46.99,38.96,0.3467659137577002,48.49,36.96,0,,,Alot More - Varies ,Insight Brewing Company (D)850033550528,Insight Brewing Company (D),Insight Brewing Company (D),Beverages,0.5,50.9,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Brewing Company (D)850033550443,Insight Brewing Company (D),Yes,,Insight Brewing Company (D),Insight Brewing Company (D),800379220,850033550443,Insight Flavor Pixels Plus Orange Creamsicle 10mg THC 12pk 12oz can,10,THC,Beverages,,12pk 12oz can,2,Quarterly buy,58.94,,50.9,,,,,50.9,25.45,,46.99,38.96,0.3467659137577002,48.49,36.96,0,,,Alot More - Varies ,Insight Brewing Company (D)850033550443,Insight Brewing Company (D),Insight Brewing Company (D),Beverages,0.5,50.9,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Brewing Company (D)850077712074, ,,,Insight Brewing Company (D),Insight Brewing Company (D),PEAMG12,850077712074,Insight Flavor Pixels Plus Peach Mango 10mg THC 12pk 12oz can,10,THC,Beverages,,12pk 12oz can,2,Quarterly buy,58.94,,50.9,,,,,50.9,25.45,,46.99,38.96,0.3467659137577002,,,,,,Alot More - Varies ,Insight Brewing Company (D)850077712074,Insight Brewing Company (D),Insight Brewing Company (D),,0.5,50.9,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Brewing Company (D)850077712005, ,,,Insight Brewing Company (D),Insight Brewing Company (D),RASPB12,850077712005,Insight Flavor Pixels Plus RASPERRY PEAR 10mg THC 12pk 12oz can,10,THC,Beverages,,12pk 12oz can,2,Quarterly buy,58.94,,50.9,,,,,50.9,25.45,,46.99,38.96,0.3467659137577002,,,,,,Alot More - Varies ,Insight Brewing Company (D)850077712005,Insight Brewing Company (D),Insight Brewing Company (D),,0.5,50.9,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Brewing Company (D)850033550719,Insight Brewing Company (D),Yes,,Insight Brewing Company (D),Insight Brewing Company (D),GRAPE06,850033550719,Insight Grapefruit 10 mg 6pk 12oz can,10,THC,Beverages,,6pk 12oz can,4,Quarterly buy,50.89,,50.89,,,,,50.89,12.7225,,23.99,19.96,0.3626002004008016,22.49,18.96,0,,,,Insight Brewing Company (D)850033550719,Insight Brewing Company (D),Insight Brewing Company (D),Beverages,0.5,50.89,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Brewing Company (D)850033550733,Insight Brewing Company (D),Yes,,Insight Brewing Company (D),Insight Brewing Company (D),MANGO06,850033550733,Insight Mango 10mg 6pk 12oz can,10,THC,Beverages,,6pk 12oz can,4,Quarterly buy,50.89,,50.89,,,,,50.89,12.7225,,23.99,19.96,0.3626002004008016,22.49,18.96,0,,,,Insight Brewing Company (D)850033550733,Insight Brewing Company (D),Insight Brewing Company (D),Beverages,0.5,50.89,50.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Brewing Company (D)850033550726,Insight Brewing Company (D),Yes,,Insight Brewing Company (D),Insight Brewing Company (D),MIXED06,850033550726,Insight Mixed Berry 10mg 6pk 12oz can,10,THC,Beverages,,6pk 12oz can,4,Quarterly buy,50.89,,50.89,,,,,50.89,12.7225,,23.99,19.96,0.3626002004008016,22.49,18.96,0,,,,Insight Brewing Company (D)850033550726,Insight Brewing Company (D),Insight Brewing Company (D),Beverages,0.5,50.89,50.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Brewing Company (D)850033550740,Insight Brewing Company (D),Yes,,Insight Brewing Company (D),Insight Brewing Company (D),ORANG06,850033550740,Insight Orange 10mg 6pk 12oz can,10,THC,Beverages,,6pk 12oz can,4,Quarterly buy,50.89,,50.89,,,,,50.89,12.7225,,23.99,19.96,0.3626002004008016,22.49,18.96,0,,,,Insight Brewing Company (D)850033550740,Insight Brewing Company (D),Insight Brewing Company (D),Beverages,0.5,50.89,50.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai850071300338,"IYKYK Beverages, LLC",,,Get Chai,IYKYK,LE101200PK,850071300338,IYKYK Lemonade 10mg 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Pallet Buy,60,,54,,,,,54,9,,16.99,13.96,0.35530085959885394,15.99,13.96,0,,,,Get Chai850071300338,Get Chai,Get Chai,Beverages,0.5,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai850071300345,"IYKYK Beverages, LLC",,,Get Chai,IYKYK,LT101200PK,850071300345,IYKYK Lemonade Tea 10mg 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Pallet Buy,60,,54,,,,,54,9,,16.99,13.96,0.35530085959885394,15.99,13.96,0,,,,Get Chai850071300345,Get Chai,Get Chai,Beverages,0.5,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai850071300352,"IYKYK Beverages, LLC",,,Get Chai,IYKYK,PP101200PK,850071300352,IYKYK Party Pack 10mg 8pk 12oz can,10,THC,Beverages,,8pk 12oz can,3,Pallet Buy,60,,54,,,,,54,18,,33.99,27.96,0.3562231759656653,33.49,27.96,0,,,,Get Chai850071300352,Get Chai,Get Chai,Beverages,0.5,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai850071300123,"IYKYK Beverages, LLC",,,Get Chai,IYKYK,PP051200PK,850071300123,IYKYK Party Pack 5mg 8pk 12oz can,5,THC,Beverages,,8pk 12oz can,3,Pallet Buy,47,,41,,,,,41,13.666666666666666,,24.99,20.96,0.34796437659033086,25.49,20.96,0,,,,Get Chai850071300123,Get Chai,Get Chai,Beverages,0.5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai850071300321,"IYKYK Beverages, LLC",,,Get Chai,IYKYK,PT101200PK,850071300321,IYKYK Peach Tea 10mg 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Pallet Buy,60,,54,,,,,54,9,,16.99,13.96,0.35530085959885394,15.99,13.96,0,,,,Get Chai850071300321,Get Chai,Get Chai,Beverages,0.5,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai850071300314,"IYKYK Beverages, LLC",,,Get Chai,IYKYK,SL101200PK,850071300314,IYKYK Strawberry Lemonade 10mg 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Pallet Buy,60,,54,,,,,54,9,,16.99,13.96,0.35530085959885394,15.99,13.96,0,,,,Get Chai850071300314,Get Chai,Get Chai,Beverages,0.5,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Delivery198715584578,"Jixxie, Inc.",,Yes,Insight Delivery,jixxie,GR10,198715584578,jixxie Grapefruit Rosemary 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,,47,,,,,47,7.833333333333333,,13.99,11.96,0.3450390189520625,13.99,12.96,0,,,,Insight Delivery198715584578,Insight Delivery,Insight Delivery,Beverages,0.5,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
